District Code,District,Building Code,School,AYP Phase,Grade,Title 1,Subgroup,"Participation ELA","Achievement ELA","Participation Math","Achievement Math","Attendance/Graduation"
82010,Detroit City School District,04129,Taft Middle School,Identified for Improvement - Year Two,C,Yes,Students with Disabilities,Yes,Yes,Yes,Yes,No
82010,Detroit City School District,07651,Trombly Alternative High School,Identified for Restructuring - Implementation,D-Alert,Yes,All Students,-,Yes,-,Yes,No
82010,Detroit City School District,09788,Turning Point Academy,Identified for Improvement - Year One,D-Alert,Yes,All Students,Yes,Yes,Yes,Yes,No
82010,Detroit City School District,04807,Van Zile Elementary School,Identified for Improvement - Year One,C,Yes,All Students,Yes,Yes,Yes,Yes,No
82010,Detroit City School District,04807,Van Zile Elementary School,Identified for Improvement - Year One,C,Yes,Black or African American,Yes,Yes,Yes,Yes,No
82010,Detroit City School District,04807,Van Zile Elementary School,Identified for Improvement - Year One,C,Yes,Economically Disadvantaged,Yes,Yes,Yes,Yes,No
82010,Detroit City School District,08929,West Side Academy Alt. Ed ,Identified for Restructuring - Implementation,D-Alert,Yes,All Students,No,No,No,Yes,No
82010,Detroit City School District,08929,West Side Academy Alt. Ed ,Identified for Restructuring - Implementation,D-Alert,Yes,Black or African American,No,No,No,Yes,No
82010,Detroit City School District,08929,West Side Academy Alt. Ed ,Identified for Restructuring - Implementation,D-Alert,Yes,Economically Disadvantaged,No,Yes,No,Yes,No
82010,Detroit City School District,04477,Western International High School,Identified for Restructuring - Implementation,D-Alert,Yes,All Students,No,Yes,No,Yes,Yes
82010,Detroit City School District,04477,Western International High School,Identified for Restructuring - Implementation,D-Alert,Yes,Black or African American,No,Yes,No,Yes,Yes
82010,Detroit City School District,04477,Western International High School,Identified for Restructuring - Implementation,D-Alert,Yes,Economically Disadvantaged,No,Yes,No,Yes,Yes
82010,Detroit City School District,04477,Western International High School,Identified for Restructuring - Implementation,D-Alert,Yes,Hispanic or Latino,No,Yes,No,Yes,Yes
82010,Detroit City School District,04477,Western International High School,Identified for Restructuring - Implementation,D-Alert,Yes,Limited English Proficient,No,Yes,No,Yes,Yes
82010,Detroit City School District,04500,White Elementary School,Corrective Action,B,Yes,All Students,Yes,Yes,Yes,Yes,No
82010,Detroit City School District,04500,White Elementary School,Corrective Action,B,Yes,"Asian, Native Hawaiian, or Pacific Islander",Yes,-,No,-,Yes
82010,Detroit City School District,04500,White Elementary School,Corrective Action,B,Yes,Black or African American,Yes,Yes,Yes,Yes,No
82010,Detroit City School District,04500,White Elementary School,Corrective Action,B,Yes,Economically Disadvantaged,Yes,Yes,Yes,Yes,No
82010,Detroit City School District,04500,White Elementary School,Corrective Action,B,Yes,Students with Disabilities,Yes,Yes,Yes,Yes,No
82010,Detroit City School District,04527,Wilkins Elementary School,Identified for Improvement - Year One,B,Yes,All Students,Yes,Yes,Yes,Yes,No
82010,Detroit City School District,04527,Wilkins Elementary School,Identified for Improvement - Year One,B,Yes,Black or African American,Yes,Yes,Yes,Yes,No
82010,Detroit City School District,04527,Wilkins Elementary School,Identified for Improvement - Year One,B,Yes,Economically Disadvantaged,Yes,Yes,Yes,Yes,No
82964,Detroit Midtown Academy,08785,Detroit Midtown Academy,Identified for Restructuring - Implementation,D-Alert,Yes,All Students,Yes,Yes,Yes,Yes,No
82964,Detroit Midtown Academy,08785,Detroit Midtown Academy,Identified for Restructuring - Implementation,D-Alert,Yes,Black or African American,Yes,Yes,Yes,Yes,No
82964,Detroit Midtown Academy,08785,Detroit Midtown Academy,Identified for Restructuring - Implementation,D-Alert,Yes,Economically Disadvantaged,No,Yes,No,Yes,No
22000,Dickinson-Iron ISD,08877,Dickinson-Iron Special Education,,No Grade,No,All Students,-,No,-,No,-
11905,Dream Academy,09912,Dream Academy,,D-Alert,Yes,All Students,No,No,No,Yes,-
11905,Dream Academy,09912,Dream Academy,,D-Alert,Yes,Black or African American,No,No,No,Yes,-
11905,Dream Academy,09912,Dream Academy,,D-Alert,Yes,Economically Disadvantaged,No,-,No,-,-
50020,East Detroit Public Schools,08184,Kellwood  School (Alternative),Identified for Restructuring - Implementation,D-Alert,No,All Students,No,Yes,No,Yes,No
50020,East Detroit Public Schools,02820,Oakwood Middle School,,B,Yes,Students with Disabilities,Yes,No,Yes,Yes,Yes
50020,East Detroit Public Schools,03074,Pleasantview  Elementary School,,B,Yes,Students with Disabilities,Yes,No,Yes,Yes,Yes
15060,East Jordan Public Schools,01015,East Jordan Elementary School,Identified for Improvement - Year One,B,Yes,Students with Disabilities,Yes,No,Yes,Yes,Yes
17000,Eastern Upper Peninsula ISD,09022,Rudyard Area Service Center,,No Grade,No,All Students,-,No,-,No,-
23050,Eaton Rapids Public Schools,07672,Greyhound Central,Corrective Action,No Grade,No,All Students,-,Yes,-,No,No
82250,Ecorse Public School District,01069,Ecorse Community High School,Identified for Restructuring - Implementation,D-Alert,No,All Students,Yes,Yes,Yes,No,Yes
82250,Ecorse Public School District,01069,Ecorse Community High School,Identified for Restructuring - Implementation,D-Alert,No,Black or African American,Yes,Yes,Yes,No,Yes
82250,Ecorse Public School District,01069,Ecorse Community High School,Identified for Restructuring - Implementation,D-Alert,No,Economically Disadvantaged,Yes,Yes,Yes,No,Yes
67020,Evart Public Schools,07673,Evart Alternative High School,Corrective Action,No Grade,No,All Students,-,Yes,-,Yes,No
67020,Evart Public Schools,01164,Evart Elementary School,,B,Yes,Students with Disabilities,-,No,-,No,-
67020,Evart Public Schools,08496,Evart Middle School,,B,No,Students with Disabilities,Yes,No,Yes,Yes,Yes
68030,Fairview Area School District,01194,Fairview High School,Corrective Action,B,No,All Students,Yes,Yes,Yes,Yes,No
68030,Fairview Area School District,01194,Fairview High School,Corrective Action,B,No,Economically Disadvantaged,Yes,Yes,Yes,Yes,No
68030,Fairview Area School District,01194,Fairview High School,Corrective Action,B,No,White,Yes,Yes,Yes,Yes,No
63200,Farmington Public School District,00735,Cloverdale School,Identified for Improvement - Year Two,No Grade,No,All Students,-,Yes,-,No,-
03050,Fennville Public Schools,05790,Pearl Alternative/Adult Education School,,No Grade,No,All Students,-,Yes,-,Yes,No
63020,Ferndale Public Schools,07786,Ferndale Adult Education,Corrective Action,D-Alert,No,All Students,No,Yes,No,Yes,No
63020,Ferndale Public Schools,07786,Ferndale Adult Education,Corrective Action,D-Alert,No,Black or African American,No,-,No,-,No
63020,Ferndale Public Schools,07786,Ferndale Adult Education,Corrective Action,D-Alert,No,Economically Disadvantaged,No,-,No,-,No
50090,Fitzgerald Public Schools,08903,Neigebaur Alternative Education Center,Identified for Restructuring - Planning,No Grade,No,All Students,No,Yes,No,Yes,No
82180,Flat Rock Community Schools,01246,Flat Rock Community High School,Identified for Improvement - Year Two,B,No,Economically Disadvantaged,No,-,No,-,Yes
25010,Flint City School District,00094,Anderson School,Identified for Improvement - Year One,D-Alert,No,Students with Disabilities,-,No,-,No,-
25010,Flint City School District,07576,Mott Middle College High School,Corrective Action,C,No,All Students,Yes,Yes,Yes,Yes,No
25010,Flint City School District,07576,Mott Middle College High School,Corrective Action,C,No,Black or African American,Yes,Yes,Yes,Yes,No
25010,Flint City School District,07576,Mott Middle College High School,Corrective Action,C,No,Economically Disadvantaged,Yes,Yes,Yes,Yes,No
25010,Flint City School District,06199,Northern High School,Identified for Restructuring - Implementation,D-Alert,Yes,All Students,No,Yes,No,Yes,Yes
25010,Flint City School District,06199,Northern High School,Identified for Restructuring - Implementation,D-Alert,Yes,Black or African American,No,Yes,No,Yes,Yes
25010,Flint City School District,06199,Northern High School,Identified for Restructuring - Implementation,D-Alert,Yes,Economically Disadvantaged,No,Yes,No,Yes,Yes
25010,Flint City School District,02777,Northwestern High School,Identified for Restructuring - Implementation,D-Alert,Yes,All Students,No,Yes,No,Yes,Yes
25010,Flint City School District,02777,Northwestern High School,Identified for Restructuring - Implementation,D-Alert,Yes,Black or African American,No,Yes,No,Yes,Yes
25010,Flint City School District,02777,Northwestern High School,Identified for Restructuring - Implementation,D-Alert,Yes,Economically Disadvantaged,No,Yes,No,Yes,Yes
25010,Flint City School District,06015,Schools of Choice,Identified for Restructuring - Implementation,D-Alert,No,All Students,No,Yes,No,Yes,No
25010,Flint City School District,06015,Schools of Choice,Identified for Restructuring - Implementation,D-Alert,No,Black or African American,No,Yes,No,-,No
25010,Flint City School District,06015,Schools of Choice,Identified for Restructuring - Implementation,D-Alert,No,Economically Disadvantaged,No,-,No,-,No
25010,Flint City School District,04387,Washington School,,B,Yes,Students with Disabilities,Yes,No,Yes,Yes,Yes
25010,Flint City School District,05950,Zimmerman Center,Corrective Action,D-Alert,No,All Students,No,Yes,No,Yes,No
25010,Flint City School District,05950,Zimmerman Center,Corrective Action,D-Alert,No,Black or African American,No,-,No,-,No
47030,Fowlerville Community Schools,07712,Choices Alternative Ed,,No Grade,No,All Students,-,Yes,-,Yes,No
47030,Fowlerville Community Schools,01286,Fowlerville High School,,B,No,Economically Disadvantaged,Yes,Yes,No,Yes,Yes
47030,Fowlerville Community Schools,01286,Fowlerville High School,,B,No,Students with Disabilities,No,No,No,-,Yes
73909,Francis Reh PSA,08653,Francis Reh PSA,Identified for Improvement - Year One,B,Yes,Students with Disabilities,Yes,No,Yes,Yes,Yes
62040,Fremont Public School District,00576,Quest High School,Identified for Improvement - Year Two,No Grade,No,All Students,-,Yes,-,No,-
82987,Frontier International Academy,09609,Frontier International Academy,,C,Yes,All Students,Yes,Yes,Yes,Yes,No
82987,Frontier International Academy,09609,Frontier International Academy,,C,Yes,Economically Disadvantaged,Yes,Yes,Yes,Yes,No
82987,Frontier International Academy,09609,Frontier International Academy,,C,Yes,Limited English Proficient,Yes,No,Yes,Yes,No
82987,Frontier International Academy,09609,Frontier International Academy,,C,Yes,White,Yes,Yes,Yes,Yes,No
29050,Fulton Schools,09005,Fulton Alternative Education,,No Grade,No,All Students,-,Yes,-,No,Yes
11160,Galien Township School District,09535,Galien Alternative Education School,Identified for Restructuring - Planning,No Grade,No,All Students,No,Yes,No,Yes,No
11160,Galien Township School District,09535,Galien Alternative Education School,Identified for Restructuring - Planning,No Grade,No,White,No,-,No,-,No
82050,Garden City School District,04674,Burger Development Center,,B,No,All Students,Yes,No,Yes,No,-
82050,Garden City School District,04674,Burger Development Center,,B,No,Economically Disadvantaged,Yes,No,Yes,No,-
82050,Garden City School District,04674,Burger Development Center,,B,No,Students with Disabilities,Yes,No,Yes,No,-
82050,Garden City School District,04674,Burger Development Center,,B,No,White,Yes,No,Yes,No,-
82050,Garden City School District,07376,Cambridge High School,Identified for Restructuring - Planning,No Grade,No,All Students,-,Yes,-,No,No
82963,George Washington Carver Academy,08757,George Washington Carver Academy,Identified for Improvement - Year Two,C,Yes,Students with Disabilities,Yes,No,Yes,Yes,Yes
26040,Gladwin Community Schools,01411,Gladwin Junior High School,,B,Yes,Students with Disabilities,Yes,No,Yes,Yes,Yes
41120,Godfrey-Lee Public Schools,00493,Lee Middle School,,C,Yes,Students with Disabilities,Yes,No,Yes,Yes,Yes
41120,Godfrey-Lee Public Schools,07210,Vision Quest Alternative H.S.,Identified for Restructuring - Implementation,C,No,All Students,No,Yes,No,Yes,No
41120,Godfrey-Lee Public Schools,07210,Vision Quest Alternative H.S.,Identified for Restructuring - Implementation,C,No,Economically Disadvantaged,No,-,No,-,No
27000,Gogebic-Ontonagon ISD,08902,Gogebic-Ontonagon ISD Special Education,,No Grade,No,All Students,-,No,-,No,-
25903,Grand Blanc Academy,08705,Grand Blanc Academy,,B,Yes,Students with Disabilities,Yes,No,Yes,Yes,Yes
70010,Grand Haven Area Public Schools,00620,Central High School,Identified for Restructuring - Implementation,No Grade,No,All Students,-,Yes,-,Yes,No
23060,Grand Ledge Public Schools,01457,Grand Ledge High School,Identified for Improvement - Year Two,B,No,Economically Disadvantaged,Yes,Yes,No,Yes,Yes
23060,Grand Ledge Public Schools,01457,Grand Ledge High School,Identified for Improvement - Year Two,B,No,Students with Disabilities,Yes,Yes,No,No,Yes
23060,Grand Ledge Public Schools,08979,Sawdon High School,Identified for Restructuring - Implementation,No Grade,No,All Students,-,Yes,-,Yes,No
41010,Grand Rapids Public Schools,09280,Aberdeen Elementary,,B,Yes,Students with Disabilities,-,No,-,No,-
41010,Grand Rapids Public Schools,08362,Adelante High School,Identified for Restructuring - Implementation,D-Alert,Yes,All Students,-,Yes,-,Yes,No
41010,Grand Rapids Public Schools,08367,Central Community School,Identified for Improvement - Year One,No Grade,Yes,All Students,-,Yes,-,Yes,No
41010,Grand Rapids Public Schools,06434,Kent Education Center--Mayfield,Corrective Action,C,No,All Students,No,No,No,Yes,Yes
41010,Grand Rapids Public Schools,06434,Kent Education Center--Mayfield,Corrective Action,C,No,Students with Disabilities,No,-,No,-,Yes
41010,Grand Rapids Public Schools,06741,Lincoln Developmental Center,Corrective Action,No Grade,No,All Students,-,No,-,No,-
41010,Grand Rapids Public Schools,06741,Lincoln Developmental Center,Corrective Action,No Grade,No,Students with Disabilities,-,No,-,No,-
41010,Grand Rapids Public Schools,08949,Northwest Career Pathways,Identified for Restructuring - Implementation,No Grade,Yes,All Students,-,Yes,-,Yes,No
41010,Grand Rapids Public Schools,05839,Park School,Identified for Restructuring - Implementation,No Grade,Yes,All Students,-,Yes,-,Yes,No
41010,Grand Rapids Public Schools,08366,Southeast Career Pathways,Identified for Restructuring - Planning,No Grade,Yes,All Students,-,Yes,-,Yes,No
41130,Grandville Public Schools,07062,Grandville Orion High School,Identified for Restructuring - Planning,No Grade,No,All Students,-,Yes,-,Yes,No
62050,Grant Public School District,08544,Grant Learning Center,,No Grade,No,All Students,-,No,-,Yes,No
29000,Gratiot-Isabella RESD,06883,GIRESD Center Programs,,No Grade,No,All Students,-,No,-,No,-
29000,Gratiot-Isabella RESD,07502,RESD Gratiot County,Identified for Improvement - Year One,No Grade,No,All Students,-,No,-,No,-
59070,Greenville Public Schools,01498,Greenville Senior High School,Identified for Improvement - Year Two,B,No,Students with Disabilities,Yes,Yes,Yes,No,Yes
35020,Hale Area Schools,01535,Hale High School,,C,No,White,Yes,Yes,Yes,No,Yes
82060,Hamtramck Public Schools,01554,Hamtramck High School,Identified for Restructuring - Implementation,D-Alert,No,All Students,Yes,Yes,Yes,Yes,No
82060,Hamtramck Public Schools,01554,Hamtramck High School,Identified for Restructuring - Implementation,D-Alert,No,"Asian, Native Hawaiian, or Pacific Islander",Yes,Yes,Yes,Yes,No
82060,Hamtramck Public Schools,01554,Hamtramck High School,Identified for Restructuring - Implementation,D-Alert,No,Economically Disadvantaged,Yes,Yes,Yes,Yes,No
82060,Hamtramck Public Schools,01554,Hamtramck High School,Identified for Restructuring - Implementation,D-Alert,No,White,Yes,Yes,Yes,Yes,No
18060,Harrison Community Schools,07812,Harrison Alternative Education,Identified for Improvement - Year Two,No Grade,Yes,All Students,-,Yes,-,No,-
18060,Harrison Community Schools,09412,Hillside Elementary School,,B,Yes,Students with Disabilities,Yes,No,Yes,Yes,Yes
80120,Hartford Public School District,01598,Hartford High School,Identified for Improvement - Year Two,C,No,All Students,Yes,Yes,Yes,Yes,No
80120,Hartford Public School District,01598,Hartford High School,Identified for Improvement - Year Two,C,No,Economically Disadvantaged,Yes,Yes,Yes,Yes,No
80120,Hartford Public School District,01598,Hartford High School,Identified for Improvement - Year Two,C,No,White,Yes,Yes,Yes,Yes,No
47060,Hartland Consolidated Schools,05150,Alternative Education,Identified for Restructuring - Implementation,No Grade,No,All Students,No,Yes,No,Yes,Yes
47060,Hartland Consolidated Schools,05150,Alternative Education,Identified for Restructuring - Implementation,No Grade,No,White,No,-,No,-,Yes
63130,Hazel Park City School District,07680,Hazel Park Adult Education,Corrective Action,No Grade,No,All Students,No,Yes,No,Yes,No
63130,Hazel Park City School District,07680,Hazel Park Adult Education,Corrective Action,No Grade,No,Black or African American,No,-,No,-,No
63130,Hazel Park City School District,07680,Hazel Park Adult Education,Corrective Action,No Grade,No,Economically Disadvantaged,No,-,No,-,No
63130,Hazel Park City School District,07680,Hazel Park Adult Education,Corrective Action,No Grade,No,White,No,-,No,-,No
63130,Hazel Park City School District,07829,Hazel Park Breakfast Club,Corrective Action,No Grade,No,All Students,-,Yes,-,Yes,No
63130,Hazel Park City School District,09372,Hazel Park Junior High School,,B,Yes,Students with Disabilities,Yes,No,Yes,Yes,Yes
63130,Hazel Park City School District,01753,Hoover Elementary School,,B,Yes,Students with Disabilities,-,No,-,Yes,Yes
63130,Hazel Park City School District,02399,Jardon Vocational School,Corrective Action,No Grade,No,All Students,-,Yes,-,Yes,No
63130,Hazel Park City School District,04422,Webster Elementary School,,B,Yes,Students with Disabilities,Yes,No,Yes,Yes,Yes
73210,Hemlock Public School District,05152,Hemlock Middle School,,B,No,Students with Disabilities,Yes,No,Yes,Yes,Yes
82703,Henry Ford Academy: School for Creative Studies (P,00101,Henry Ford Academy: School for Creative Studies (P,,No Grade,No,All Students,Yes,-,No,-,-
82703,Henry Ford Academy: School for Creative Studies (P,00101,Henry Ford Academy: School for Creative Studies (P,,No Grade,No,Black or African American,No,-,No,-,-
82703,Henry Ford Academy: School for Creative Studies (P,00101,Henry Ford Academy: School for Creative Studies (P,,No Grade,No,Economically Disadvantaged,No,-,No,-,-
62060,Hesperia Community Schools,07917,Hesperia Community Education,Identified for Improvement - Year One,No Grade,No,All Students,-,No,-,Yes,-
82070,Highland Park City Schools,08376,Career Academy/Adult Education,,No Grade,No,All Students,-,Yes,-,Yes,No
82070,Highland Park City Schools,01666,Highland Park Community H.S.,Identified for Restructuring - Implementation,D-Alert,Yes,All Students,No,Yes,No,Yes,No
82070,Highland Park City Schools,01666,Highland Park Community H.S.,Identified for Restructuring - Implementation,D-Alert,Yes,Black or African American,No,Yes,No,Yes,No
82070,Highland Park City Schools,01666,Highland Park Community H.S.,Identified for Restructuring - Implementation,D-Alert,Yes,Economically Disadvantaged,No,Yes,No,Yes,No
30020,Hillsdale Community Schools,01399,Gier Elementary School,,B,Yes,Students with Disabilities,Yes,No,Yes,Yes,Yes
30000,Hillsdale ISD,00737,Greenfield School,Identified for Improvement - Year Two,No Grade,No,All Students,-,No,-,No,-
30000,Hillsdale ISD,09169,The Manor,Identified for Improvement - Year One,No Grade,No,All Students,Yes,No,Yes,No,-
30000,Hillsdale ISD,09169,The Manor,Identified for Improvement - Year One,No Grade,No,Students with Disabilities,Yes,-,No,-,-
70020,Holland City School District,01697,Holland High School,Identified for Restructuring - Implementation,B,No,All Students,Yes,Yes,Yes,Yes,No
70020,Holland City School District,01697,Holland High School,Identified for Restructuring - Implementation,B,No,Economically Disadvantaged,Yes,Yes,Yes,Yes,No
70020,Holland City School District,01697,Holland High School,Identified for Restructuring - Implementation,B,No,Hispanic or Latino,Yes,Yes,Yes,Yes,No
70020,Holland City School District,01697,Holland High School,Identified for Restructuring - Implementation,B,No,White,Yes,Yes,Yes,Yes,No
33070,Holt Public Schools,07621,Holt Central High School,Identified for Restructuring - Implementation,No Grade,No,All Students,No,Yes,No,Yes,No
33070,Holt Public Schools,01711,Holt Senior High School,Identified for Restructuring - Implementation,B,No,Students with Disabilities,Yes,Yes,Yes,No,Yes
82957,Hope of Detroit Academy,09155,Hope of Detroit Academy Consortium High School,Identified for Improvement - Year Two,No Grade,Yes,All Students,-,Yes,-,No,-
72020,Houghton Lake Community Schools,08258,Houghton Lake Adult Education,Corrective Action,No Grade,No,All Students,-,Yes,-,Yes,No
72020,Houghton Lake Community Schools,06930,Houghton Lake Middle School,,B,Yes,Students with Disabilities,Yes,No,Yes,Yes,Yes
32000,Huron ISD,07287,Huron Learning Center,,No Grade,No,All Students,-,No,-,No,-
63220,Huron Valley Schools,01801,Milford High School,Identified for Restructuring - Planning,B,No,Students with Disabilities,Yes,No,Yes,No,Yes
44060,Imlay City Community Schools,07729,Venture High School,Corrective Action,No Grade,No,All Students,-,Yes,-,Yes,No
34000,Ionia ISD,00722,Freedom Acres School,Identified for Improvement - Year One,No Grade,No,All Students,No,No,No,No,-
34000,Ionia ISD,00722,Freedom Acres School,Identified for Improvement - Year One,No Grade,No,Students with Disabilities,No,No,No,No,-
34000,Ionia ISD,00722,Freedom Acres School,Identified for Improvement - Year One,No Grade,No,White,Yes,No,Yes,No,-
34010,Ionia Public Schools,01848,Ionia High School,,B,No,Students with Disabilities,Yes,No,Yes,Yes,Yes
35000,Iosco RESA,08870,Iosco RESA Special Education,,No Grade,No,All Students,-,No,-,No,-
22010,Iron Mountain Public Schools,08831,IM-K Community Education,Identified for Improvement - Year Two,No Grade,No,All Students,-,Yes,-,Yes,No
27020,Ironwood Area Schools,02711,Norrie Elementary School,,B,Yes,Students with Disabilities,-,No,-,Yes,-
52180,Ishpeming Public School District,00329,Birchview School,,B,Yes,Economically Disadvantaged,No,Yes,No,Yes,Yes
38000,Jackson ISD,05984,Lyle A. Torrant Center,Identified for Improvement - Year Two,No Grade,No,All Students,No,No,No,No,-
38000,Jackson ISD,05984,Lyle A. Torrant Center,Identified for Improvement - Year Two,No Grade,No,Students with Disabilities,No,-,No,-,-
38000,Jackson ISD,05984,Lyle A. Torrant Center,Identified for Improvement - Year Two,No Grade,No,White,No,-,No,-,-
38170,Jackson Public Schools,06417,Amy Firth Middle School,Identified for Restructuring - Implementation,D-Alert,No,All Students,No,Yes,No,Yes,Yes
38170,Jackson Public Schools,06417,Amy Firth Middle School,Identified for Restructuring - Implementation,D-Alert,No,Black or African American,Yes,-,No,-,Yes
38170,Jackson Public Schools,06417,Amy Firth Middle School,Identified for Restructuring - Implementation,D-Alert,No,Economically Disadvantaged,No,-,No,-,Yes
38170,Jackson Public Schools,01334,Frost Elementary School,,B,Yes,Students with Disabilities,Yes,No,Yes,No,Yes
38170,Jackson Public Schools,02957,Middle School at Parkside,,B,Yes,Students with Disabilities,Yes,No,Yes,Yes,No
38170,Jackson Public Schools,05802,Northeast Elementary School,,B,Yes,Students with Disabilities,Yes,No,Yes,Yes,Yes
38170,Jackson Public Schools,04187,TA Wilson School,Identified for Restructuring - Implementation,D-Alert,No,All Students,No,Yes,No,Yes,No
38170,Jackson Public Schools,04187,TA Wilson School,Identified for Restructuring - Implementation,D-Alert,No,Economically Disadvantaged,No,-,No,-,No
30030,Jonesville Community Schools,04696,Jonesville Alternative H.S.,Identified for Restructuring - Implementation,No Grade,No,All Students,-,Yes,-,Yes,No
30030,Jonesville Community Schools,04542,Williams Elementary School,,B,Yes,Students with Disabilities,-,No,-,Yes,-
39010,Kalamazoo Public School District,03518,Maple Street Magnet School for the Arts,Identified for Restructuring - Implementation,C,No,Black or African American,Yes,Yes,Yes,Yes,No
39010,Kalamazoo Public School District,02575,Milwood Middle School,Corrective Action,C,No,All Students,Yes,Yes,Yes,Yes,No
39010,Kalamazoo Public School District,02575,Milwood Middle School,Corrective Action,C,No,Black or African American,Yes,Yes,Yes,Yes,No
39010,Kalamazoo Public School District,02575,Milwood Middle School,Corrective Action,C,No,Economically Disadvantaged,Yes,Yes,Yes,Yes,No
39010,Kalamazoo Public School District,02575,Milwood Middle School,Corrective Action,C,No,Students with Disabilities,Yes,-,Yes,Yes,No
39010,Kalamazoo Public School District,02575,Milwood Middle School,Corrective Action,C,No,White,Yes,Yes,Yes,Yes,No
39010,Kalamazoo Public School District,04737,Phoenix Alternative High School,Corrective Action,C,No,All Students,No,Yes,No,Yes,No
39010,Kalamazoo Public School District,02819,Woods Lake Elementary:A Magnet Center For The Arts,,B,Yes,Students with Disabilities,Yes,No,Yes,Yes,Yes
39000,Kalamazoo RESA,01448,Croyden Avenue School,,No Grade,No,All Students,Yes,No,Yes,No,-
39000,Kalamazoo RESA,01448,Croyden Avenue School,,No Grade,No,Economically Disadvantaged,No,-,No,-,-
39000,Kalamazoo RESA,01448,Croyden Avenue School,,No Grade,No,Students with Disabilities,Yes,No,Yes,No,-
39000,Kalamazoo RESA,01448,Croyden Avenue School,,No Grade,No,White,Yes,No,Yes,No,-
39000,Kalamazoo RESA,07289,Valley Center School,Identified for Restructuring - Planning,No Grade,No,All Students,-,No,-,No,-
39000,Kalamazoo RESA,07290,Youth Center School,,No Grade,No,All Students,-,No,-,Yes,-
51045,Kaleva Norman Dickson School District,08746,Brethren Middle School,,B,Yes,All Students,Yes,Yes,Yes,Yes,No
51045,Kaleva Norman Dickson School District,08746,Brethren Middle School,,B,Yes,Economically Disadvantaged,Yes,Yes,Yes,Yes,No
51045,Kaleva Norman Dickson School District,08746,Brethren Middle School,,B,Yes,White,Yes,Yes,Yes,Yes,No
40040,Kalkaska Public Schools,08597,Northside Educational Center,Identified for Restructuring - Planning,No Grade,No,All Students,-,Yes,-,Yes,No
41140,Kelloggsville Public Schools,03308,Discovery Alternative H.S.,Identified for Restructuring - Planning,No Grade,No,All Students,-,Yes,-,Yes,No
41140,Kelloggsville Public Schools,02005,Kelloggsville High School,,B,No,Black or African American,No,-,No,-,Yes
41160,Kentwood Public Schools,08172,Crossroads Alternative High School,Identified for Restructuring - Implementation,No Grade,No,All Students,-,Yes,-,Yes,No
41160,Kentwood Public Schools,05927,Wedgwood Campus,Identified for Restructuring - Implementation,Unaccredited,No,All Students,-,No,-,No,-
50140,L'Anse Creuse Public Schools,02124,L'Anse Creuse High School,Identified for Improvement - Year One,B,No,Black or African American,Yes,Yes,Yes,No,Yes
50140,L'Anse Creuse Public Schools,06487,L'Anse Creuse High School - North,Identified for Improvement - Year Two,B,No,Students with Disabilities,Yes,No,Yes,Yes,Yes
50140,L'Anse Creuse Public Schools,05970,Macomb County Juvenile Justice Center School,,No Grade,No,All Students,-,No,-,Yes,-
50120,Lake Shore Public Schools (Macomb),07687,North Lake High School,Corrective Action,No Grade,No,All Students,-,Yes,-,Yes,No
50130,Lakeview Public Schools (Macomb),02105,Lakeview High School,Identified for Improvement - Year Two,C,Yes,Students with Disabilities,Yes,No,Yes,Yes,Yes
13090,Lakeview Sch. District (Calhoun),02106,Lakeview High School,,B,Yes,Black or African American,No,Yes,Yes,Yes,Yes
13090,Lakeview Sch. District (Calhoun),02106,Lakeview High School,,B,Yes,Economically Disadvantaged,No,Yes,Yes,Yes,Yes
13090,Lakeview Sch. District (Calhoun),02106,Lakeview High School,,B,Yes,Students with Disabilities,No,-,Yes,Yes,Yes
25280,LakeVille Community Schools,08058,LakeVille Alternative High School,Identified for Restructuring - Implementation,No Grade,No,All Students,-,Yes,-,Yes,No
33020,Lansing Public School District,05261,Beekman Center,,No Grade,No,All Students,No,No,No,Yes,-
33020,Lansing Public School District,05261,Beekman Center,,No Grade,No,Students with Disabilities,No,-,No,-,-
33020,Lansing Public School District,01044,Eastern High School,Identified for Restructuring - Implementation,D-Alert,Yes,All Students,Yes,Yes,Yes,Yes,No
33020,Lansing Public School District,01044,Eastern High School,Identified for Restructuring - Implementation,D-Alert,Yes,Black or African American,Yes,No,Yes,Yes,No
33020,Lansing Public School District,01044,Eastern High School,Identified for Restructuring - Implementation,D-Alert,Yes,Economically Disadvantaged,Yes,Yes,Yes,Yes,No
33020,Lansing Public School District,01044,Eastern High School,Identified for Restructuring - Implementation,D-Alert,Yes,Hispanic or Latino,Yes,Yes,Yes,Yes,No
33020,Lansing Public School District,01044,Eastern High School,Identified for Restructuring - Implementation,D-Alert,Yes,Students with Disabilities,Yes,Yes,Yes,Yes,No
33020,Lansing Public School District,01044,Eastern High School,Identified for Restructuring - Implementation,D-Alert,Yes,White,Yes,Yes,Yes,Yes,No
33020,Lansing Public School District,04456,Education Options,Identified for Restructuring - Planning,No Grade,Yes,All Students,-,Yes,-,Yes,No
33020,Lansing Public School District,05696,Gardner Middle School,,C,Yes,"Asian, Native Hawaiian, or Pacific Islander",Yes,-,No,-,Yes
33020,Lansing Public School District,05696,Gardner Middle School,,C,Yes,Students with Disabilities,Yes,No,Yes,Yes,Yes
