DistCode,BldgCode,SchName,Address,City,Zip5,Zip4,AreaCode,Phone3,Phone4,BldgType,Denom,ISDCode,CountyCode,Admin,CntEmail,SchUpdated,MeetReq,SpEdCount,PrtTimeCnt,NeedyCount,InstrHours,InstrDays,ReligYes,ReligNo,CrtPrmYES,CrtPrmNO,CrimCkYES,CrimCkNO,MICert,MIPermits,NoHSDipl,HSDiploma,Bachelors,OtherCert,TotalTeach,Pre_K,Grade_K,Grade_1,Grade_2,Grade_3,Grade_4,Grade_5,Grade_6,Grade_7,Grade_8,Grade_9,Grade_10,Grade_11,Grade_12,tot_all,EngRead,Math,SocStudies,Science,USConst,MIConst,History,TCountPrK,TCountK8,TCount9_12,TotTCount,PCountPrK,PCountK8,PCount9_12,TotPCount,OCountPrK,OCountK8,OCount9_12,TotOCounts
82140,03997,ST ROBERT BELLARMINE SCHOOL,27201 WEST CHICAGO,REDFORD,48239,,313,937,1655,Elementary School (Pre-K or K through 6-8),Roman Catholic,82,82,NANCY KUSZCZAK,NMAJEWSKI@YAHOO.COM,40096.9143402778,Yes,7,,,33,182,No,Yes,Yes,No,Yes,No,12,,,,,,12,29,20,19,15,16,17,13,21,26,27,,,,,203,1,1,1,1,0,0,0,1,,,1,,1,,1,,11,,11
82150,03783,ST JOHNS LUTHERAN SCHOOL,13115 TELEGRAPH ROAD,TAYLOR,48180,,734,287,2080,Elementary School (Pre-K or K through 6-8),Lutheran (Missouri Synod),82,82,RICHARD ZEILE,FRZEILE@JUNO.COM,40227.5964814815,Yes,,,16,31,180,No,Yes,No,Yes,Yes,No,2,0,0,0,2,0,4,,3,4,2,0,5,3,0,5,4,,,,,26,1,1,1,1,0,0,1,,3,,3,,1,,1,,0,,0
82150,05102,PETERSON-WARREN ACADEMY,"4000 SYLVIA, PO BOX 888",INKSTER,48141,,313,565,5808,Elementary through High School (K-12),Lake Region Conference of Seventh Day Adventist,82,82,JUANITA MARTIN,JUANITA_MARTIN1@HOTMAIL.COM,40157.8349652778,Yes,0,0,,30,180,No,Yes,Yes,No,Yes,No,11,,,,,,11,5,6,8,11,6,10,6,10,8,15,5,14,16,8,128,1,1,1,1,1,1,1,1,4,5,10,1,,,1,,,,0
82150,06539,BAPTIST PARK SCHOOL,12505 SOUTH TELEGRAPH ROAD,TAYLOR,48180,,734,287,2720,Elementary through High School (K-12),Baptist,82,82,ROGER A COOK,COOKROG1@AOL.COM,40232.4226041667,Yes,0,0,,,,Yes,No,No,No,Yes,No,,,,,,,,0,22,13,10,15,18,12,12,18,12,16,23,27,27,225,1,1,1,1,1,1,1,,,,0,,,,0,,,,0
82150,06540,TAYLOR CENTER BAPTIST ACAD,23622 GODDARD ROAD,TAYLOR,48180,,313,291,1150,Elementary through High School (K-12),Baptist,82,82,REV EARL JONES,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
82160,03577,ST MARY SCHOOL,34516 MICHIGAN AVENUE,WAYNE,48184,,734,721,1240,Elementary School (Pre-K or K through 6-8),Roman Catholic,82,82,DONALD LIPINSKI,STMARYWAYNE@AOL.COM,40068.7771412037,Yes,0,0,50,36,172,No,Yes,Yes,No,Yes,No,12,0,0,0,0,0,12,0,22,19,28,28,41,26,27,31,22,0,0,0,0,244,1,1,1,1,0,0,0,,12,,12,,1,,1,,,,0
82160,05459,ST JOHN'S EVANGEL LUTH SCH,2602 SOUTH WAYNE ROAD,WESTLAND,48186,,734,721,4650,Elementary School (Pre-K or K through 6-8),Lutheran (Wisconsin Synod),82,82,LORI BARTHOLOMEW, ,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
82160,05940,ST MATTHEW LUTHERAN SCHOOL,5885 VENOY,WESTLAND,48185,,734,425,0261,Elementary School (Pre-K or K through 6-8),Lutheran (Missouri Synod),82,82,JUDY SCHWAEGERLE,PRINCIPAL@STMATTHEW.INFO,40157.8533680556,Yes,2,0,,,,Yes,No,Yes,No,Yes,No,8,0,,,,,8,26,10,16,17,16,20,13,19,13,16,0,0,0,0,166,1,1,1,1,1,1,1,,,,0,,,,0,,,,0
82160,06621,HURON VALLEY LUTHERAN HIGH,33740 COWAN ROAD,WESTLAND,48185,,734,525,0160,Senior High School (9-12 or 10-12),Lutheran (Wisconsin Synod),82,82,DAN SCHULTZ,HVLHS@HOTMAIL.COM,40126.6637962963,Yes,0,0,,,,Yes,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,28,17,19,31,95,1,1,1,1,1,1,1,,,,0,,,,0,,,,0
82170,02904,OUR LADY OF MT CARMEL ELEM,2609 TENTH STREET,WYANDOTTE,48192,,734,285,5520,Elementary School (Pre-K or K through 6-8),Roman Catholic,82,82,TIMOTHY SCANLON,TIMOTHY.SCANLON@OURLADYOFMOUNTCARMEL.ORG,40161.6750810185,Yes,,,14,,181,No,Yes,Yes,No,Yes,No,9,0,0,0,0,0,9,,7,9,11,15,10,10,12,10,11,,,,,95,1,1,1,1,1,1,1,0,9,0,9,0,1,0,1,0,0,0,0
82170,03359,WYANDOTTE CATH CONS SCHOOL,3051 FOURTH STREET,WYANDOTTE,48192,,734,285,2030,Elementary School (Pre-K or K through 6-8),Roman Catholic,82,82,DAVID MC CARNEY,DMCCARNEY@WCCS.HOMELINUX.ORG,40161.6760532407,Yes,,,,32,180,No,Yes,Yes,No,Yes,No,9,0,0,0,0,0,9,,4,14,10,14,9,15,11,13,10,,,,,100,1,1,1,1,1,0,1,0,9,0,9,0,1,0,1,0,0,0,0
82170,05329,OUR LADY OF MT CARMEL HS,2609 TENTH STREET,WYANDOTTE,48192,,734,284,7311,Senior High School (9-12 or 10-12),Roman Catholic,82,82,TIMOTHY SCANLON,TIMOTHY.SCANLON@OURLADYOFMOUNTCARMEL.ORG,40252.6272685185,Yes,0,0,5,35,181,No,Yes,Yes,No,Yes,No,7,1,,,,,8,,,,,,,,,,,12,14,13,22,61,1,1,1,1,1,1,1,,,8,8,,,1,1,,,0,0
82230,03360,ST LINUS SCHOOL,6466 EVANGELINE,DEARBORN HEIGHTS,48127,,313,274,5320,Elementary School (Pre-K or K through 6-8),Roman Catholic,82,82,DENA M JAYSON,DJAYSON@ATT.NET,40147.828125,Yes,2,0,,,,No,Yes,Yes,No,Yes,No,11,0,,,,,11,32,25,26,35,19,23,32,29,31,32,,,,,284,1,1,1,1,1,0,1,,,,0,,,,0,,,,0
82250,06541,ECORSE BAPTIST TEMPLE SCHOOL,"PO BOX 29099, 47 JOSEPH ST",ECORSE,48229,,313,388,9299,Elementary through High School (K-12),Baptist,82,82,HENRY H PARRISH II,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
50230,03178,REGINA HIGH SCHOOL,13900 MASONIC BOULEVARD,WARREN,48088,,586,585,0500,Senior High School (9-12 or 10-12),Roman Catholic,50,50,MARY LEANNE,SRLEANNE@REGINAHS.COM,40090.8519328704,Yes,0,0,50,32,180,No,Yes,Yes,No,Yes,No,28,0,0,0,0,0,28,,,,,,,,,,,138,122,140,100,500,1,1,1,1,1,1,1,,,28,28,,,2,2,,,8,8
82340,04020,ST STEPHEN SCHOOL,18800 HURON RIVER DRIVE,NEW BOSTON,48164,,734,753,4175,Elementary School (Pre-K or K through 6-8),Roman Catholic,82,82,SR M THADDEA MEYERS,ststephenschool@charter.net,40068.782650463,Yes,0,0,0,31,180,No,Yes,Yes,No,Yes,No,9,0,0,0,0,0,9,0,17,26,17,23,18,13,12,18,11,0,0,0,0,155,1,1,1,1,1,1,1,0,9,0,9,0,1,0,1,0,0,0,0
63200,07318,STEPPINGSTONE-CTR FOR GIFTED,28555 MIDDLEBELT ROAD,FARMINGTON HILLS,48334,,248,539,1666,Elementary School (Pre-K or K through 6-8),Unaffiliated - Secular,63,63,KIYO A MORSE,KIYO@STEPPINGSTONESCHOOL.ORG,40096.9365277778,Yes,0,0,,,,No,Yes,Yes,No,Yes,No,4,0,,,,,4,,3,6,9,4,11,4,8,4,2,,,,,51,1,1,1,1,1,0,0,,,,0,,,,0,,,,0
47070,09027,SHEPHERD OF THE LAKES SCHOOL,2101 S HACKER ROAD,BRIGHTON,48114,,810,227,6473,Elementary School (Pre-K or K through 6-8),Lutheran (Missouri Synod),47,47,DR. JAMES PAGELS,PRINCIPAL@SHEPHERDSVOICE.ORG,40157.5929513889,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
63230,09033,GOOD SHEPHERD LUTHERAN SCH,1950 SOUTH BALDWIN ROAD,LAKE ORION,48360,,248,391,7244,Elementary School (Pre-K or K through 6-8),Lutheran (Missouri Synod),63,63,NANCY BURGESON,SECRETARY@GSLS.ORG,40096.7545833333,Yes,2,24,5,31,172,No,Yes,Yes,No,Yes,No,7,,,,,,7,27,13,5,5,4,7,5,6,1,1,0,0,0,0,74,1,1,1,1,1,1,1,1,5,0,6,,1,0,1,,,0,0
82390,02897,OUR LADY OF VICTORY SCHOOL,132 ORCHARD DRIVE,NORTHVILLE,48167,,248,349,3610,Elementary School (Pre-K or K through 6-8),Roman Catholic,82,82,PAULA M NEMETH,OLVSCHOOL@COMCAST.NET,40106.5370833333,Yes,19,0,5,,,No,Yes,Yes,No,Yes,No,25,,,,,,25,0,47,51,51,48,52,51,43,50,45,0,0,0,0,438,1,1,1,1,1,1,1,,,,0,,,,0,,,,0
82390,04372,NORTHVILLE CHRISTIAN SCHOOL,41355 SIX MILE ROAD,NORTHVILLE,48167,,248,348,9031,Elementary School (Pre-K or K through 6-8),Unaffiliated - Religious,82,82,KENNETH STOREY,KSTOREY@NORTHVILLECHRISTIAN.ORG,40089.9294675926,Yes,10,0,,,,No,Yes,No,Yes,Yes,No,21,0,0,0,0,1,22,47,26,41,35,41,34,30,36,38,34,0,0,0,0,362,1,1,1,1,1,1,1,,,,0,,,,0,,,,0
82400,01348,GABRIEL RICHARD HIGH SCHOOL,15325 PENNSYLVANIA ROAD,RIVERVIEW,48192,,734,284,1875,Senior High School (9-12 or 10-12),Roman Catholic,82,82,BR JAMES ROTTENBUCHER,ADMIN@GRRIVERVIEW.ORG,40086.5853935185,Yes,0,0,,,,No,Yes,Yes,No,Yes,No,28,,,,,,28,,,,,,,,,,,94,92,106,115,407,1,1,1,1,1,1,1,,,,0,,,,0,,,,0
82405,05945,CHRIST THE KING LUTHERAN SCH,15600 TRENTON ROAD,SOUTHGATE,48195,,734,285,9697,Elementary School (Pre-K or K through 6-8),Lutheran (Missouri Synod),82,82,MICHAEL P ROSIN,MIKE@CTK-CHURCH.ORG,40059.608587963,Yes,6,2,18,33,178,No,Yes,Yes,No,Yes,No,11,1,0,0,0,0,12,55,27,27,34,22,19,17,19,18,24,0,0,0,0,262,1,1,1,1,1,0,1,1,10,,11,,1,,1,,,,0
82430,02078,METRO BAPTIST SCHOOL,"PO BOX 247, 47100 I-94 SERVICE DR",BELLEVILLE,48112,,734,697,4065,Elementary School (Pre-K or K through 6-8),Baptist,82,82,JOHN VAPREZSAN,,40154.4652777778,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
83010,03603,ST ANN SCHOOL,800 WEST 13TH STREET,CADILLAC,49601,,231,775,1301,Elementary School (Pre-K or K through 6-8),Roman Catholic,83,83,CRAIG KING,CKING@STANNCADILLAC.ORG,40232.5541203704,Yes,4,0,22,31,179,No,Yes,Yes,No,Yes,No,7,,,,,,7,,15,18,15,21,21,20,11,10,,,,,,131,1,1,1,1,0,0,0,,7,,7,,1,,1,,,,0
83010,04742,CADILLAC HERITAGE CHRISTIAN,1706 WRIGHT STREET,CADILLAC,49601,,231,775,4272,Elementary through High School (K-12),Unaffiliated - Religious,83,83,WILLIAM D GOODWILL,WDGOODWILL@YAHOO.COM,40148.3925810185,Yes,,,,,,Yes,No,No,No,Yes,No,,,,,,,,24,11,3,8,5,6,5,6,3,6,5,7,5,1,95,1,1,1,1,1,1,1,,,,0,,,,0,,,,0
83010,05307,NORTHVIEW JUNIOR ACADEMY,202 NORTH CARMEL,CADILLAC,49601,,231,775,3622,Elementary School (Pre-K or K through 6-8),Seventh Day Adventist (SDA),83,83,LANETTE BRANDOW,BDAVIS@MISDA.ORG,40089.9277893519,Yes,1,,3,31,176,No,Yes,Yes,No,Yes,No,1,,,,,,1,,,1,1,,,1,1,,,,,,,4,1,1,1,1,0,0,0,,1,,1,,,,0,,,,0
63070,06287,ROCHESTER HILLS CHRISTIAN,3300 SOUTH LIVERNOIS,ROCHESTER,48307,,248,852,0585,Elementary through High School (K-12),Unaffiliated - Religious,63,63,KAREN PATTON,CAMMIE.SHELDON@RHBC-S.ORG,40090.8541782407,Yes,0,0,,,,Yes,No,No,No,Yes,No,,,,,,,,29,23,18,24,20,18,15,21,21,24,18,16,28,8,283,1,1,1,1,1,1,1,,,,0,,,,0,,,,0
39140,09114,ST MICHAELS LUTHERAN SCHOOL,7211 OAKLAND DRIVE,PORTAGE,49008,,269,327,0512,Elementary School (Pre-K or K through 6-8),Lutheran (Missouri Synod),39,39,GREGORY K JOHNSON,GJOHNSON@MIGHTYMESSENGERS.ORG,40116.5494675926,Yes,0,0,,33,172,No,Yes,Yes,No,Yes,No,11,0,0,0,0,0,11,105,24,22,20,13,14,14,5,4,4,,,,,225,1,1,1,1,0,0,0,3,8,,11,,1,,1,0,0,,0
82150,05428,ST ALFRED ELEMENTARY SCHOOL,9540 TELEGRAPH ROAD,TAYLOR,48180,,313,291,0247,Elementary School (Pre-K or K through 6-8),Roman Catholic,82,82,ANN L TONISSEN,ANNT53@SBCGLOBAL.NET,40096.7920138889,Yes,0,0,15,32,173,No,Yes,Yes,No,Yes,No,10,0,,,,,10,0,8,17,17,16,20,14,16,17,23,,,,,148,1,1,1,1,1,0,1,,9,,9,,1,,1,,,,0
73040,03306,SS PETER & PAUL CATHOLIC SCH,4735 WEST MICHIGAN,SAGINAW,48638,,989,799,9006,Elementary School (Pre-K or K through 6-8),Roman Catholic,73,73,SR KATHLEEN STAFFORD,SSPPSCHOOL@STPETEOFSAGINAW.ORG,40096.7889583333,Yes,1,0,38,33,173,No,Yes,Yes,No,Yes,No,6,0,0,0,0,0,6,18,11,3,9,9,7,7,6,4,5,0,0,0,0,79,1,1,1,1,1,1,1,1,5,,6,1,,,1,,,,0
63080,07126,BLOOMFIELD HILLS MONT CTR,2101 OPDYKE ROAD,BLOOMFIELD HILLS,48304,2216,248,338,1166,Elementary School (Pre-K or K through 6-8),Unaffiliated - Secular,63,63,ROSE FEAHENY,BHMONTESSORI@YAHOO.COM,40141.5742013889,  ,,,,,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
82045,07324,MONTESSORI CHILDREN'S CENTER,4141 LAURENCE,ALLEN PARK,48101,,313,382,2777,Elementary School (Pre-K or K through 6-8),Unaffiliated - Secular,82,82,JANE MARTIN ADAMS, ,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
82010,07120,ISKCON SCHOOL,383 LENOX AVENUE,DETROIT,48215,,313,824,6000,Elementary School (Pre-K or K through 6-8),Unaffiliated - Secular,82,82,N S PATEL,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
39010,07328,HERITAGE CHRISTIAN ACADEMY,6312 QUAIL RUN DRIVE,KALAMAZOO,49009,,269,372,1400,Elementary through High School (K-12),Unaffiliated - Religious,39,39,ROBERT BARNES,BBARNES@HCAEAGLES.ORG,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
63010,06081,DETROIT COUNTRY DAY LOWER,3003 WEST MAPLE ROAD,BLOOMFIELD HILLS,48301,,248,646,7717,Elementary School (Pre-K or K through 6-8),Unaffiliated - Secular,63,63,GLEN SHILLING,MWELSH@DCDS.EDU,40107.5231134259,Yes,0,0,,,,No,Yes,No,Yes,Yes,No,30,0,0,0,7,7,44,90,61,67,60,,,,,,,,,,,278,1,1,1,1,1,1,1,,,,0,,,,0,,,,0
63290,07337,LAKES AREA MONTESSORI SCHOOL,8605 RICHARDSON ROAD,WALLED LAKE,48390,,248,360,0500,Elementary School (Pre-K or K through 6-8),Unaffiliated - Secular,63,63,USHA S MANGRULKAR,MANGRULKAR@COMCAST.NET,40157.6465625,Yes,0,0,,,,No,Yes,No,Yes,Yes,No,0,0,0,1,5,2,8,54,11,4,9,2,2,2,,,,,,,,84,1,1,1,1,0,0,0,,,,0,,,,0,,,,0
33215,07391,GREATER LANSING ADVEN SCHOOL,5330 W SAINT JOSEPH HWY,LANSING,48917,,517,321,5565,Elementary through High School (K-12),Seventh Day Adventist (SDA),33,33,CHAD BERNARD,BDAVIS@MISDA.ORG,40086.6026736111,Yes,0,0,,,,No,Yes,No,Yes,Yes,No,5,,,,1,1,7,5,5,5,6,6,3,9,3,7,7,3,8,,,67,1,1,1,1,1,1,1,,,,0,,,,0,,,,0
63250,07389,OHOLEI YOSEF YITZCHAK LUBAVI,14100 WEST 9 MILE ROAD,OAK PARK,48237,,248,541,5441,Elementary School (Pre-K or K through 6-8),Jewish,63,63,RABBI B STEIN, INFO@LUBAVITCHCHEDER.COM,40147.8038425926,Yes,,,,,,Yes,No,No,No,Yes,No,,,,,,,,19,21,,,,,,,8,10,12,18,14,15,117,1,1,1,1,1,1,1,,,,0,,,,0,,,,0
35020,07402,PINECREST SCHOOL,2603 WOODLAND DRIVE,HALE,48739,,989,728,6490,Elementary through High School (K-12),Unaffiliated - Secular,35,35,MARY E KLUG,CONTACT@HEROOFMICHIGAN.ORG,40116.5405787037,Yes,4,0,8,30,200,No,Yes,Yes,No,Yes,No,1,0,,,,,1,,,,,,,,,,,3,7,6,2,18,1,1,1,1,1,1,1,,,1,1,,,1,1,,,,0
63060,07397,YESHIVAS DARCHEI TORAH,21550 WEST 12 MILE ROAD,SOUTHFIELD,48076,,248,948,1080,Elementary through High School (K-12),Jewish,63,63,SHARON KAHN,YDTMI@SBCGLOBAL.NET,40116.5517824074,Yes,18,0,,,,Yes,No,No,No,Yes,No,,,,,,,,24,17,31,23,33,22,25,29,31,26,18,16,12,14,321,1,1,1,1,1,1,1,,,,0,,,,0,,,,0
82010,07396,ACADEMY OF EXCELLENCE INC,11560 EAST MCNICHOLS,DETROIT,48205,,313,526,1337,Elementary School (Pre-K or K through 6-8),Unaffiliated - Secular,82,82,DE CARROLL BAKER,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
63230,07404,DIVINE GRACE LUTHERAN SCH,3000 SOUTH LAPEER ROAD,LAKE ORION,48359,,248,391,1131,Elementary School (Pre-K or K through 6-8),Lutheran (Wisconsin Synod),63,63,PAUL HOFFMAN,DIVGRACE@123.NET,40086.5145717593,Yes,0,0,,,,Yes,No,No,No,Yes,No,,,,,,,,16,2,4,8,5,4,3,2,6,5,0,0,0,0,55,1,1,1,1,1,1,1,,,,0,,,,0,,,,0
50190,09152,CROSS OF GLORY LUTHERAN SCH,61095 CAMPGROUND ROAD,WASHINGTON,48094,,586,781,9870,Elementary School (Pre-K or K through 6-8),Lutheran (Wisconsin Synod),50,50,DOUGLAS FILLNER,dsfill52@yahoo.com,40107.520150463,Yes,2,0,5,35,180,Yes,No,No,No,Yes,No,,,,,,,,18,10,4,8,3,7,2,3,2,3,,,,,60,1,1,1,1,1,0,0,1,3,,4,,,,0,,,,0
63230,09210,LAKE ORION BAPTIST SCHOOL,255 EAST SCRIPPS ROAD,LAKE ORION,48360,,248,693,6203,Elementary through High School (K-12),Baptist,63,63,TONY BRYSON,TBRYSON@FBCLO.ORG,40059.6111921296,Yes,1,3,,35,174,Yes,No,No,No,Yes,No,,,,,,,,0,6,3,7,6,10,9,8,10,14,9,12,9,6,109,1,1,1,1,1,1,1,,,,0,,,,0,,,,0
23050,09298,ST PETER SCHOOL,515 EAST KNIGHT,EATON RAPIDS,48827,,517,663,1799,Elementary School (Pre-K or K through 6-8),Roman Catholic,23,23,KATHLEEN CHRISTESEN,KPCHRISTESEN@YAHOO.COM,40157.8568402778,Yes,0,0,0,26,181,No,Yes,Yes,No,Yes,No,4,0,0,0,0,0,4,2,6,5,1,4,1,5,7,,,,,,,31,1,1,1,1,0,0,0,0,3,0,3,0,1,0,1,0,0,0,0
82010,07406,TODD PHILLIPS LRNG RESOURCE,1561 WEBB,DETROIT,48206,,313,866,8077,Junior/Senior High School (7-12),Unaffiliated - Secular,82,82,ZELDA REE WILLIAMS,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
51060,07413,PLEASANT VIEW MENNONITE SCH,8314 ADAMSON LAKE ROAD,KALEVA,49645,,231,889,4565,Elementary School (Pre-K or K through 6-8),Unaffiliated - Religious,51,51,RUSSELL W POIRIER,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
39010,07417,MONTESSORI CHILDRENS CENTER,750 HOWARD STREET,KALAMAZOO,49008,,269,349,3248,Elementary School (Pre-K or K through 6-8),Unaffiliated - Secular,39,39,PAMELA BOUDREAU,PAM@THEMONTESSORISCHOOL.ORG,40116.5360532407,Yes,10,0,,,,No,Yes,No,Yes,Yes,No,2,,,1,4,,7,67,50,11,11,11,2,4,,,,,,,,156,1,1,1,1,0,0,0,,,,0,,,,0,,,,0
20015,07419,CALVARY BAPTIST ACADEMY,6504 WEST M-72,GRAYLING,49738,,989,348,9220,Elementary through High School (K-12),Baptist,72,20,ROBERT BARNETT, ,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
13110,07420,MAPLE GROVE CHRISTIAN ACAD,18511 L DRIVE SOUTH,MARSHALL,49068,,616,781,4932,Elementary through High School (K-12),Unaffiliated - Religious,13,13,REV DAN KEEN,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
58020,07418,CARLETON COMMUNITY BAPTIST,2120 SCOFIELD - CARLETON RD,CARLETON,48117,,313,654,6744,Elementary through High School (K-12),Baptist,58,58,ED MASON,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
63230,07353,SHALOM BAPTIST CHURCH SCHOOL,3400 MORGAN ROAD,ORION,48359,,248,391,0443,Elementary through High School (K-12),Baptist,63,63,REV DAVID M CARR,SBSSECRETARY@AOL.COM,40096.7759953704,Yes,0,0,0,,,Yes,No,No,No,Yes,No,,,,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,2,0,0,2
62470,07355,CROSS ACADEMY,10437 NORTH OAK ROAD,PARIS,49338,,616,796,5810,Elementary through High School (K-12),Unaffiliated - Religious,62,62,TERRY W SCHALK,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
82010,07342,TREE OF LIFE CHRISTIAN ALT,3301 MAGNOLIA,DETROIT,48208,,313,898,0707,Elementary through High School (K-12),Unaffiliated - Religious,82,82,MARY LEE MELTON, ,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
07020,07421,PELKIE MENNONITE SCHOOL,37090 TAPIOLA ROAD,CHASSELL,49916,,906,523,4391,Elementary School (Pre-K or K through 6-8),Unaffiliated - Religious,31,07,EMANUEL BYLER, ,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
22010,07440,IRON RIVER CHRISTIAN ACADEMY,317 MAPLE STREET  PO BOX 440,IRON RIVER,49935,,906,265,3231,Elementary through High School (K-12),Unaffiliated - Religious,22,22,ERMA KOLENDA, ,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
50050,07450,ST JOSEPH'S ACADEMY,28049 SCHOOL SECTION ROAD,RICHMOND,48062,,586,784,5591,Elementary through High School (K-12),Roman Catholic,50,50,KATHRYN M HETRICK,KMSJA@SBCGLOBAL.NET,40116.5439236111,Yes,0,0,,35,170,Yes,No,No,No,Yes,No,,,,,,,,0,9,7,7,8,9,9,4,10,11,7,12,9,9,111,1,1,1,1,1,1,1,,,,0,,,,0,,,,0
82010,07532,WESTSIDE CHRISTIAN ACADEMY,9540 BRAMELL,DETROIT,48239,,313,255,5760,Elementary through High School (K-12),Unaffiliated - Religious,82,82,DARYL OVNANIAN,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
30020,07531,HILLSDALE ACADEMY,ONE ACADEMY LANE,HILLSDALE,49242,,517,439,8644,Elementary School (Pre-K or K through 6-8),Unaffiliated - Secular,30,30,KENNETH CALVERT, ,40252.4276388889,Yes,0,0,2,35,180,No,Yes,No,Yes,Yes,No,5,0,0,0,15,,20,0,10,12,9,11,10,9,10,16,20,19,19,18,16,179,1,1,1,1,1,1,1,0,7,8,15,,,,0,,,,0
25130,07535,FAITHWAY CHRISTIAN SCHOOL,1225 SOUTH CENTER ROAD,BURTON,48509,,810,743,0055,Elementary through High School (K-12),Unaffiliated - Religious,25,25,GAIL JEAN SCOTT,UTB@COMCAST.NET,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
81010,07585,ANN ARBOR CHRISTIAN SCHOOL,5500 WHITMORE LAKE ROAD,ANN ARBOR,48105,,734,741,4948,Elementary School (Pre-K or K through 6-8),Christian (CSI),81,81,THOM RITZEMA,OFFICE@ANNARBORCHRISTIAN.ORG,40086.4219675926,Yes,0,0,0,,,No,Yes,No,Yes,Yes,No,13,,,,2,,15,13,9,13,12,12,19,18,17,16,17,0,0,0,0,146,1,1,1,1,1,1,1,1,10,,11,,1,,1,,1,,1
69020,01703,CALVARY BAPTIST SCHOOL,"225 S WISCONSIN, PO BOX 220",GAYLORD,49735,,517,732,4001,Elementary School (Pre-K or K through 6-8),Baptist,16,69,JON HARWOOD,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
35010,01749,GREENBUSH CHRISTIAN ACADEMY,2430 SOUTH STATE STREET,GREENBUSH,48738,,989,739,2731,Elementary through High School (K-12),Unaffiliated - Religious,35,35,MERLIN W GRIGGS,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
63030,07603,TRINITY CHRISTIAN ACADEMY,113 WESSEN STREET,PONTIAC,48341,,248,334,6436,Elementary School (Pre-K or K through 6-8),Unaffiliated - Religious,63,63,PATRICIA TINDAL,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
